case_number,service_type,opened_date_time,support_plan,account_type,severity,technology_level_1,technology_level_2,technology_level_3,assignment_group,assignment_count,meaningful_comm_count,first_meaningful_comm_duration_mins,all_avg_meaningful_comm_duration_mins,case_origination_source,case_origination_user_type,case_origination_day,case_origination_time,severity_change,age_of_account_days,life_time_invoice_usd,recurring_invoice_usd,case_duration_days,country
cs0003680,non technical,10/15/2018,basic,payg,4,level_1_7,level_2_17,level_3_2,group_13,0,1,0.346689815,0.346689815,source_5,employee,weekday,prime_time,no,1087,8236.3,331.27,7,sweden
cs0003681,technical,10/15/2018,basic,payg,4,level_1_3,level_2_17,level_3_73,group_4,0,1,0.028287037,0.028287037,source_5,employee,weekday,prime_time,no,2093,42439.11,1009.84,7,mexico
cs0003682,non technical,10/15/2018,basic,payg,4,level_1_7,level_2_17,level_3_2,group_13,0,3,1.803391204,0.601122685,source_5,employee,weekday,prime_time,no,1849,3435.79,0,15,nigeria
cs0003683,non technical,10/15/2018,basic,subscription,4,level_1_7,level_2_17,level_3_2,group_13,0,5,0.769178241,0.925497685,source_5,employee,weekday,prime_time,no,437,0,0,8,japan
cs0003684,technical,10/15/2018,basic,payg,1,level_1_3,level_2_17,level_3_117,group_4,0,4,0.0015625,0.004050926,source_5,employee,weekday,prime_time,no,1590,12584.47,,7,peru
cs0003685,technical,10/15/2018,basic,payg,4,level_1_5,level_2_17,level_3_7,group_6,0,2,0.286805556,0.153969907,source_5,employee,weekday,prime_time,no,401,0,0,1,canada
cs0003686,,10/16/2018,basic,payg,3,,level_2_23,level_3_137,group_26,0,17,0.130891204,0.015243056,source_5,employee,weekday,non_prime_time,no,1190,343818.04,5517.99,6,"korea, republic of"
cs0003687,non technical,10/16/2018,basic,payg,3,level_1_7,level_2_17,level_3_137,group_13,6,12,0,1.238888889,source_5,employee,weekday,prime_time,no,555,74454.96,3048.54,22,indonesia
cs0003688,technical,10/16/2018,basic,payg,4,level_1_9,level_2_17,level_3_137,group_9,0,4,0,0.008576389,source_5,employee,weekday,prime_time,no,1549,6896.65,0,7,united states
cs0003689,technical,10/16/2018,basic,payg,4,level_1_3,level_2_17,level_3_108,group_4,0,4,0.006597222,0.01931713,source_5,employee,weekday,prime_time,no,4682,2417.91,35.29,1,united states
cs0003690,technical,10/16/2018,basic,payg,4,level_1_3,level_2_23,level_3_137,group_4,2,4,0.008171296,0.008229167,source_5,employee,weekday,prime_time,no,2894,3873.36,104.35,8,united states
cs0003691,technical,10/16/2018,basic,payg,3,level_1_3,level_2_17,level_3_73,group_4,0,4,0.006655093,0.007731481,source_5,employee,weekday,prime_time,no,3330,42352.83,1092,9,united states
cs0003692,,10/17/2018,basic,payg,2,,level_2_17,level_3_73,group_26,0,4,0.006215278,0.002094907,source_5,employee,weekday,non_prime_time,no,1099,192027.68,4233.67,7,"korea, republic of"
cs0003693,,10/17/2018,premium,payg,2,,level_2_17,level_3_73,group_21,0,3,0.017337963,0.009652778,source_5,employee,weekday,non_prime_time,no,1903,3917113.37,15505.1,7,germany
cs0003694,non technical,10/17/2018,basic,payg,4,level_1_7,level_2_17,level_3_133,group_13,3,6,0.025081019,0.006701389,source_5,employee,weekday,non_prime_time,no,995,19940.11,1102.37,1,italy
cs0003695,technical,10/17/2018,basic,payg,3,level_1_3,level_2_17,level_3_73,group_4,0,1,0.035335648,0.035335648,source_5,employee,weekday,prime_time,no,1476,1559814.02,46053.55,7,brazil
cs0003696,technical,10/17/2018,basic,payg,3,level_1_6,level_2_17,level_3_116,group_7,1,3,0.025289352,0.107766204,source_5,employee,weekday,prime_time,no,693,59054.39,2275.97,4,brazil
cs0003697,technical,10/17/2018,basic,payg,4,level_1_3,level_2_17,level_3_116,group_4,2,2,0.09287037,0.074050926,source_5,employee,weekday,prime_time,no,840,24309.72,876.57,7,united states
cs0003698,,10/18/2018,basic,payg,4,,level_2_23,level_3_137,group_26,0,5,0.013831019,0.006493056,source_5,employee,weekday,non_prime_time,no,447,19893.12,1018.74,7,"korea, republic of"
cs0003699,technical,10/18/2018,basic,payg,4,level_1_5,level_2_17,level_3_7,group_6,0,2,0.020520833,0.01025463,source_5,employee,weekday,non_prime_time,no,385,4240.69,25.21,8,united states
cs0003700,technical,10/18/2018,basic,payg,2,level_1_3,level_2_17,level_3_117,group_4,0,2,0.163136574,0.0815625,source_5,employee,weekday,non_prime_time,no,2072,4175.91,,7,brazil
cs0003701,technical,10/18/2018,basic,payg,4,level_1_8,level_2_17,level_3_141,group_8,1,26,0.005717593,0.0565625,source_5,employee,weekday,non_prime_time,no,847,528801.16,21111.91,25,japan
cs0003702,non technical,10/18/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,1,0.133333333,0.133333333,source_5,employee,weekday,non_prime_time,no,384,3849.18,458.84,0,japan
cs0003703,non technical,10/18/2018,basic,payg,4,level_1_7,level_2_17,level_3_112,group_13,1,2,0.005555556,0.002777778,source_5,employee,weekday,non_prime_time,no,930,118889.73,3931.25,8,south africa
cs0003704,technical,10/18/2018,basic,payg,2,level_1_6,level_2_17,level_3_73,group_7,1,18,0.075092593,0.043113426,source_5,employee,weekday,prime_time,no,1807,70077.96,,14,canada
cs0003705,technical,10/18/2018,basic,payg,4,level_1_3,level_2_17,level_3_73,group_4,0,4,0.024837963,0.006203704,source_5,employee,weekday,prime_time,no,1126,40755.45,1003.65,8,brazil
cs0003706,technical,10/19/2018,basic,payg,3,level_1_3,level_2_17,level_3_73,group_4,3,17,0.02587963,0.026967593,source_5,employee,weekday,non_prime_time,no,406,0,,11,italy
cs0003707,non technical,10/19/2018,standard,payg,4,level_1_7,level_2_17,level_3_2,group_13,0,1,1.319895833,1.319895833,source_5,employee,weekday,prime_time,no,1371,136791.98,793.25,9,mexico
cs0003708,non technical,10/20/2018,basic,payg,4,level_1_7,level_2_17,level_3_2,group_13,0,1,1.000833333,1.000833333,source_5,employee,weekend,prime_time,no,852,2658.72,,8,united states
cs0003709,technical,10/20/2018,basic,payg,4,level_1_3,level_2_17,level_3_133,group_4,1,2,0.015497685,0.007743056,source_5,employee,weekend,prime_time,no,1332,100453.73,1734.58,8,mexico
cs0003710,technical,10/20/2018,basic,payg,3,level_1_3,level_2_17,level_3_117,group_4,0,11,0.042094907,0.016481481,source_5,employee,weekend,prime_time,no,1864,31025.95,1096.69,2,mexico
cs0003711,non technical,10/21/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,1,16.91399306,16.91399306,source_5,employee,weekend,prime_time,no,626,2089.18,0,17,argentina
cs0003712,,10/22/2018,basic,payg,4,,level_2_23,level_3_137,group_25,0,1,0.086319444,0.086319444,source_5,employee,weekday,non_prime_time,no,1371,88830.19,2191.47,7,japan
cs0003713,non technical,10/22/2018,basic,payg,4,level_1_7,level_2_23,level_3_137,group_13,1,2,0.042175926,0.021087963,source_5,employee,weekday,non_prime_time,no,4670,42102.22,0,1,norway
cs0003714,technical,10/22/2018,basic,payg,4,level_1_3,level_2_17,level_3_73,group_4,0,17,0.013090278,0.007650463,source_5,employee,weekday,prime_time,no,2568,305237.49,6961.4,20,united states
cs0003715,technical,10/22/2018,basic,payg,3,level_1_3,level_2_17,level_3_2,group_4,1,1,0.117060185,0.117060185,source_5,employee,weekday,prime_time,no,4311,34285.59,,7,brazil
cs0003716,non technical,10/22/2018,basic,payg,4,level_1_7,level_2_16,level_3_137,group_13,3,5,0.003136574,0.014386574,source_5,employee,weekday,prime_time,no,382,169.85,0,1,canada
cs0003717,technical,10/23/2018,basic,payg,4,level_1_6,level_2_17,level_3_26,group_7,0,3,0.017986111,0.00599537,source_5,employee,weekday,non_prime_time,no,3874,64220.84,1633.9,8,belize
cs0003718,technical,10/23/2018,basic,payg,3,level_1_3,level_2_17,level_3_116,group_4,1,5,0.0384375,0.038715278,source_5,employee,weekday,prime_time,no,3228,2080607.53,12287.59,3,mexico
cs0003719,technical,10/23/2018,basic,payg,4,level_1_3,level_2_17,level_3_108,group_4,0,3,0.060023148,0.03837963,source_5,employee,weekday,prime_time,no,680,12856.73,386.78,7,colombia
cs0003720,technical,10/23/2018,basic,payg,4,level_1_3,level_2_17,level_3_119,group_4,3,4,0.09212963,0.139756944,source_5,employee,weekday,prime_time,no,4520,22810,0,1,australia
cs0003721,technical,10/23/2018,basic,payg,4,level_1_8,level_2_17,level_3_116,group_8,1,3,0.546481481,0.188784722,source_5,employee,weekday,prime_time,no,398,6.19,0,1,united states
cs0003722,technical,10/23/2018,basic,payg,2,level_1_3,level_2_17,level_3_73,group_4,0,5,0.030358796,0.023275463,source_5,employee,weekday,prime_time,no,1489,388791.17,7715.24,8,mexico
cs0003723,non technical,10/23/2018,basic,payg,4,level_1_7,level_2_17,level_3_2,group_13,0,1,2.456296296,2.456296296,source_5,employee,weekday,prime_time,no,530,0,0,3,canada
cs0003724,technical,10/23/2018,basic,payg,4,level_1_6,level_2_17,level_3_65,group_7,0,8,0.230451389,0.120462963,source_5,employee,weekday,prime_time,no,5501,430676.58,11526.63,15,united states
cs0003725,technical,10/23/2018,basic,payg,3,level_1_3,level_2_17,level_3_73,group_4,0,3,0.007256944,0.002418981,source_5,employee,weekday,prime_time,no,4534,193222.97,1421.3,9,united states
cs0003726,technical,10/24/2018,basic,payg,2,level_1_5,level_2_17,level_3_7,group_6,3,16,0.015104167,0.022546296,source_5,employee,weekday,non_prime_time,no,1232,314211.5,9805.17,8,netherlands
cs0003727,technical,10/24/2018,basic,payg,4,level_1_3,level_2_17,level_3_73,group_4,0,1,0.022777778,0.022777778,source_5,employee,weekday,non_prime_time,no,712,88210.3,1890.74,0,norway
cs0003728,technical,10/24/2018,standard,payg,2,level_1_3,level_2_17,level_3_73,group_4,0,6,0.006111111,0.001018519,source_5,employee,weekday,non_prime_time,no,408,224418.42,428.73,7,switzerland
cs0003729,non technical,10/24/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,2,0.001643519,0.416018519,source_5,employee,weekday,prime_time,no,380,0,,1,"korea, republic of"
cs0003730,technical,10/24/2018,premium,payg,1,level_1_3,level_2_17,level_3_115,group_4,0,1,0.00462963,0.00462963,source_5,employee,weekday,prime_time,no,1964,5461289.91,194699.61,7,brazil
cs0003731,non technical,10/24/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,1,0.000462963,0.000462963,source_5,employee,weekday,prime_time,no,737,0,,6,pakistan
cs0003732,technical,10/25/2018,basic,payg,1,level_1_9,level_2_17,level_3_137,group_9,1,15,1.16E-05,0.007048611,source_5,employee,weekday,non_prime_time,no,1947,45049.74,1065.81,11,united arab emirates
cs0003733,non technical,10/25/2018,basic,payg,4,level_1_7,level_2_17,level_3_2,group_13,0,2,2.966099537,3.609444444,source_5,employee,weekday,non_prime_time,no,490,3875.04,,7,israel
cs0003734,technical,10/25/2018,standard,payg,4,level_1_6,level_2_17,level_3_115,group_7,0,5,0.14775463,0.045474537,source_5,employee,weekday,prime_time,no,2711,2513580.79,55900.25,3,belarus
cs0003735,non technical,10/25/2018,basic,payg,4,level_1_7,level_2_17,level_3_2,group_13,0,1,1.69556713,1.69556713,source_5,employee,weekday,prime_time,no,1442,13588.95,,9,colombia
cs0003736,non technical,10/25/2018,basic,payg,4,level_1_7,level_2_17,level_3_123,group_13,2,5,0.018310185,0.003657407,source_5,employee,weekday,prime_time,no,5569,19914.59,948.26,2,australia
cs0003737,technical,10/26/2018,basic,payg,3,level_1_3,level_2_17,level_3_117,group_4,0,17,0.022604167,0.01900463,source_5,employee,weekday,non_prime_time,no,2212,106434.63,2077.52,20,singapore
cs0003738,,10/26/2018,basic,payg,4,,level_2_17,level_3_116,group_26,0,1,0.007789352,0.007789352,source_5,employee,weekday,non_prime_time,no,664,5865.09,187.78,0,"korea, republic of"
cs0003739,technical,10/26/2018,basic,payg,3,level_1_3,level_2_17,level_3_117,group_4,0,2,0.112303241,0.059976852,source_5,employee,weekday,non_prime_time,no,3534,153046.88,2644.1,0,united states
cs0003740,technical,10/26/2018,basic,payg,4,level_1_3,level_2_17,level_3_133,group_4,1,2,0.00912037,0.109456019,source_5,employee,weekday,prime_time,no,1623,190008.96,2083.75,7,peru
cs0003741,technical,10/26/2018,basic,payg,4,level_1_3,level_2_17,level_3_117,group_4,0,1,0.034212963,0.034212963,source_5,employee,weekday,prime_time,no,4375,5252.92,93.12,0,canada
cs0003742,,10/26/2018,basic,payg,3,,level_2_17,level_3_137,group_24,0,2,0,0,source_5,employee,weekday,prime_time,no,4682,10084.23,288.87,7,united states
cs0003743,technical,10/26/2018,basic,payg,4,level_1_3,level_2_23,level_3_137,group_4,0,6,0.043796296,0.014710648,source_5,employee,weekday,prime_time,no,1004,509125.02,25899.35,10,japan
cs0003744,technical,10/27/2018,basic,subscription,4,level_1_5,level_2_17,level_3_7,group_6,0,1,0.032905093,0.032905093,source_5,employee,weekend,prime_time,no,631,18492.37,829.19,7,colombia
cs0003745,non technical,10/28/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,1,2.458842593,2.458842593,source_5,employee,weekend,prime_time,no,2721,26432.79,629,3,ireland
cs0003746,non technical,10/28/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,1,16.52998843,16.52998843,source_5,employee,weekend,prime_time,no,1378,1759.45,,17,brazil
cs0003747,technical,10/29/2018,basic,payg,2,level_1_3,level_2_17,level_3_73,group_4,0,9,0.017418981,0.014803241,source_5,employee,weekday,non_prime_time,no,1846,20256.43,170.42,7,south africa
cs0003748,technical,10/29/2018,basic,payg,4,level_1_3,level_2_17,level_3_73,group_4,0,8,0.003240741,0.00275463,source_5,employee,weekday,prime_time,no,2949,15020.68,297.32,7,united states
cs0003749,non technical,10/29/2018,basic,payg,4,level_1_7,level_2_17,level_3_2,group_13,0,1,2.961516204,2.961516204,source_5,employee,weekday,prime_time,no,2176,39603.14,1007,10,brazil
cs0003750,non technical,10/29/2018,basic,payg,4,level_1_7,level_2_17,level_3_112,group_13,1,2,0.012997685,1.810474537,source_5,employee,weekday,prime_time,no,3730,0,,4,united states
cs0003751,technical,10/29/2018,basic,payg,4,level_1_3,level_2_17,level_3_127,group_4,1,4,0.157384259,0.072175926,source_5,employee,weekday,prime_time,no,512,60853.53,0,7,canada
cs0003752,technical,10/30/2018,basic,payg,4,level_1_6,level_2_17,level_3_26,group_7,0,1,0.103449074,0.103449074,source_5,employee,weekday,non_prime_time,no,1431,172689.66,10339.02,0,japan
cs0003753,technical,10/30/2018,basic,subscription,3,level_1_6,level_2_17,level_3_115,group_7,0,4,0.030162037,0.097303241,source_5,employee,weekday,prime_time,no,686,3219.91,109.61,1,united states
cs0003754,non technical,10/30/2018,basic,payg,4,level_1_7,level_2_17,level_3_2,group_13,0,3,2.638425926,2.670428241,source_5,employee,weekday,prime_time,no,3761,24054.19,343.29,24,nigeria
cs0003755,technical,10/30/2018,basic,payg,4,level_1_3,level_2_17,level_3_137,group_4,0,2,1.16E-05,0,source_5,employee,weekday,prime_time,no,1528,5298.65,0,7,argentina
cs0003756,technical,10/30/2018,basic,payg,2,level_1_6,level_2_17,level_3_127,group_7,1,19,0.357777778,0.092766204,source_5,employee,weekday,prime_time,no,1540,304971.83,8204.64,90,united states
cs0003757,non technical,10/30/2018,basic,payg,4,level_1_7,level_2_17,level_3_119,group_13,1,3,0.021574074,0.0071875,source_5,employee,weekday,prime_time,no,2869,691009.26,,1,united states
cs0003758,non technical,10/30/2018,basic,payg,4,level_1_7,level_2_17,level_3_2,group_13,0,2,6.653356481,6.645300926,source_5,employee,weekday,prime_time,no,388,0,,14,japan
cs0003759,non technical,10/30/2018,basic,payg,4,level_1_7,level_2_17,level_3_122,group_13,2,8,0.007696759,0.023148148,source_5,employee,weekday,prime_time,no,1504,1003557.6,21277.52,4,singapore
cs0003760,non technical,10/31/2018,basic,payg,4,level_1_7,level_2_17,level_3_119,group_13,1,2,0.295104167,0.147546296,source_5,employee,weekday,non_prime_time,no,450,0,,0,united states
cs0003761,non technical,10/31/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,2,0,1.50318287,source_5,employee,weekday,non_prime_time,no,1386,83816.43,1955.18,10,united kingdom
cs0003762,non technical,10/31/2018,basic,payg,4,level_1_7,level_2_23,level_3_137,group_13,0,1,0.332534722,0.332534722,source_5,employee,weekday,prime_time,no,3257,12746.79,533.9,0,mexico
cs0003763,non technical,10/31/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,1,0.556851852,0.556851852,source_5,employee,weekday,prime_time,no,435,4629.8,308.84,1,italy
cs0003764,technical,11/1/2018,basic,payg,3,level_1_6,level_2_17,level_3_137,group_7,1,8,0,0.105243056,source_5,employee,weekday,non_prime_time,no,442,943.04,0,17,turkey
cs0003765,non technical,11/1/2018,basic,payg,4,level_1_7,level_2_23,level_3_137,group_13,0,1,1.353206019,1.353206019,source_5,employee,weekday,prime_time,no,3371,9861.14,201.1,1,colombia
cs0003766,non technical,11/1/2018,basic,payg,4,level_1_7,level_2_23,level_3_137,group_13,0,1,1.884641204,1.884641204,source_5,employee,weekday,prime_time,no,434,0,0,2,germany
cs0003767,non technical,11/1/2018,basic,payg,4,level_1_7,level_2_17,level_3_2,group_13,0,2,3.350127315,1.67505787,source_5,employee,weekday,prime_time,no,694,2109.64,0,18,brazil
cs0003768,non technical,11/1/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,1,4,2.31E-05,0.34994213,source_5,employee,weekday,prime_time,no,4682,18303.03,237.58,6,united states
cs0003769,non technical,11/2/2018,basic,payg,4,level_1_7,level_2_17,level_3_119,group_13,1,2,0.004664352,0.002326389,source_5,employee,weekday,prime_time,no,370,0.13,0,0,taiwan
cs0003770,non technical,11/2/2018,basic,payg,4,level_1_7,level_2_17,level_3_2,group_13,0,2,0.35818287,0.436435185,source_5,employee,weekday,prime_time,no,1233,97283.89,2474.77,11,finland
cs0003771,non technical,11/2/2018,standard,payg,1,level_1_7,level_2_17,level_3_127,group_13,1,14,0.066203704,0.096956019,source_5,employee,weekday,prime_time,no,799,0,,68,united states
cs0003772,technical,11/2/2018,basic,payg,2,level_1_8,level_2_17,level_3_137,group_8,1,3,0,0.02193287,source_5,employee,weekday,prime_time,no,425,17089.36,,10,united kingdom
cs0003773,technical,11/2/2018,basic,subscription,4,level_1_3,level_2_17,level_3_90,group_4,0,2,0.026898148,0.014930556,source_5,employee,weekday,prime_time,no,769,538121.3,22103.87,7,canada
cs0003774,technical,11/2/2018,basic,payg,4,level_1_9,level_2_17,level_3_127,group_9,1,6,0.395127315,0.074641204,source_5,employee,weekday,prime_time,no,373,54.13,0,9,georgia
cs0003775,non technical,11/2/2018,basic,payg,4,level_1_7,level_2_16,level_3_137,group_13,0,1,0.003842593,0.003842593,source_5,employee,weekday,prime_time,no,3653,1477369.34,49764.81,0,united states
cs0003776,non technical,11/2/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,1,4.350324074,4.350324074,source_5,employee,weekday,prime_time,no,555,1965.49,,5,israel
cs0003777,technical,11/4/2018,basic,subscription,4,level_1_3,level_2_17,level_3_90,group_4,0,4,0.018206019,0.005381944,source_5,employee,weekend,prime_time,no,798,211396.56,13343.99,0,japan
cs0003778,technical,11/4/2018,standard,subscription,2,level_1_3,level_2_17,level_3_108,group_4,0,4,0.007361111,0.003310185,source_5,employee,weekend,prime_time,no,798,4249.83,0,7,japan
cs0003779,non technical,11/4/2018,basic,subscription,4,level_1_7,level_2_17,level_3_2,group_13,0,1,2.407465278,2.407465278,source_5,employee,weekend,prime_time,no,370,0,0,3,japan
cs0003780,,11/5/2018,basic,payg,4,,level_2_23,level_3_137,group_25,0,3,0.04099537,0.013657407,source_5,employee,weekday,non_prime_time,no,1178,451260.3,13749,8,japan
cs0003781,non technical,11/5/2018,basic,payg,4,level_1_7,level_2_23,level_3_137,group_13,0,1,0.569305556,0.569305556,source_5,employee,weekday,prime_time,no,608,8357.61,0,0,finland
cs0003782,technical,11/5/2018,basic,subscription,4,level_1_3,level_2_17,level_3_73,group_4,0,2,0.069583333,0.037800926,source_5,employee,weekday,prime_time,no,1583,2967830.9,131304.54,1,united states
cs0003783,non technical,11/5/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,3,0.009456019,0.70380787,source_5,employee,weekday,prime_time,no,382,576,,17,egypt
cs0003784,technical,11/5/2018,basic,payg,3,level_1_3,level_2_17,level_3_137,group_4,0,8,0,0.005659722,source_5,employee,weekday,prime_time,no,910,1900,120,13,united states
cs0003785,technical,11/6/2018,basic,payg,1,level_1_3,level_2_17,level_3_137,group_4,0,8,0,0.010196759,source_5,employee,weekday,non_prime_time,no,2494,29880.69,466.58,7,united states
cs0003786,non technical,11/6/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,2,0.867835648,0.433912037,source_5,employee,weekday,prime_time,no,4682,6564,124,3,colombia
cs0003787,non technical,11/6/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,1,0.131886574,0.131886574,source_5,employee,weekday,prime_time,no,2956,7789,,0,australia
cs0003788,non technical,11/6/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,1,57.00763889,57.00763889,source_5,employee,weekday,prime_time,no,1282,2260.9,50,57,el salvador
cs0003789,non technical,11/6/2018,basic,payg,4,level_1_7,level_2_17,level_3_2,group_13,0,2,3.521990741,4.031354167,source_5,employee,weekday,prime_time,no,610,0,0,13,brazil
cs0003790,non technical,11/6/2018,basic,payg,4,level_1_7,level_2_23,level_3_137,group_13,1,1,0.632731481,0.632731481,source_5,employee,weekday,prime_time,no,855,147247.23,5030.15,1,japan
cs0003791,non technical,11/6/2018,basic,payg,4,level_1_7,level_2_17,level_3_122,group_13,2,5,0.011064815,0.009976852,source_5,employee,weekday,prime_time,no,386,166103.76,8958.96,3,japan
cs0003792,technical,11/7/2018,basic,payg,4,level_1_6,level_2_17,level_3_74,group_7,0,7,0.079780093,0.176111111,source_5,employee,weekday,non_prime_time,no,2506,195138.04,7952.25,21,united arab emirates
cs0003793,technical,11/7/2018,basic,payg,2,level_1_3,level_2_17,level_3_73,group_4,0,9,0.024259259,0.00962963,source_5,employee,weekday,non_prime_time,no,2753,34127.81,1080.15,8,bahrain
cs0003794,technical,11/7/2018,basic,payg,4,level_1_3,level_2_23,level_3_137,group_4,0,2,0.119907407,0.06744213,source_5,employee,weekday,non_prime_time,no,2056,575950.53,9840.31,7,united states
cs0003795,technical,11/7/2018,basic,payg,3,level_1_3,level_2_17,level_3_73,group_4,0,4,0.144328704,0.040266204,source_5,employee,weekday,non_prime_time,no,1941,70057.28,,7,united states
cs0003796,,11/7/2018,basic,payg,4,,level_2_17,level_3_137,group_18,0,5,0,0,source_5,employee,weekday,prime_time,no,716,97539.47,5799.32,26,south africa
cs0003797,technical,11/7/2018,basic,payg,4,level_1_3,level_2_17,level_3_117,group_4,0,4,0.002222222,0.008958333,source_5,employee,weekday,prime_time,no,1980,11678.47,264.7,2,japan
cs0003798,technical,11/7/2018,basic,payg,3,level_1_3,level_2_17,level_3_73,group_4,2,12,0.005509259,0.010208333,source_5,employee,weekday,prime_time,no,730,468204.48,21907.7,15,japan
cs0003799,non technical,11/8/2018,basic,payg,4,level_1_7,level_2_17,level_3_2,group_13,0,1,2.811134259,2.811134259,source_5,employee,weekday,non_prime_time,no,470,1406.64,0,7,france
cs0003800,non technical,11/8/2018,basic,payg,4,level_1_7,level_2_17,level_3_119,group_13,1,6,0.015636574,0.008356481,source_5,employee,weekday,non_prime_time,no,1010,10507.57,240.53,7,saudi arabia
cs0003801,technical,11/8/2018,basic,payg,3,level_1_6,level_2_23,level_3_137,group_7,1,13,0.022905093,0.094722222,source_5,employee,weekday,prime_time,no,1827,489011.17,9205.43,13,sweden
cs0003802,non technical,11/8/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,1,4.419050926,4.419050926,source_5,employee,weekday,prime_time,no,639,534.52,0,5,india
cs0003803,technical,11/9/2018,premium,payg,4,level_1_3,level_2_17,level_3_73,group_4,0,2,0.01380787,0.011388889,source_5,employee,weekday,non_prime_time,no,3769,101489591.5,325098.93,0,united states
cs0003804,technical,11/9/2018,basic,payg,4,level_1_3,level_2_17,level_3_2,group_4,1,3,8.467986111,2.822662037,source_5,employee,weekday,prime_time,no,714,6085.64,141.28,17,argentina
cs0003805,technical,11/9/2018,basic,payg,4,level_1_8,level_2_17,level_3_115,group_8,1,21,0.375949074,0.40974537,source_5,employee,weekday,prime_time,no,3558,56304.12,2140,21,united states
cs0003806,technical,11/9/2018,basic,payg,4,level_1_6,level_2_17,level_3_2,group_7,1,3,0.027569444,0.067581019,source_5,employee,weekday,prime_time,no,2764,1895,0,3,united kingdom
cs0003807,technical,11/10/2018,basic,payg,3,level_1_3,level_2_17,level_3_117,group_4,0,4,0.007800926,0.007581019,source_5,employee,weekend,prime_time,no,3852,2900,58,7,united states
cs0003808,non technical,11/11/2018,basic,payg,4,level_1_7,level_2_17,level_3_137,group_13,0,1,1.43224537,1.43224537,source_5,employee,weekend,prime_time,no,1885,2061.25,,2,sweden
cs0003809,technical,11/11/2018,basic,payg,4,level_1_8,level_2_17,level_3_141,group_8,0,2,0.046377315,0.090694444,source_5,employee,weekend,prime_time,no,1423,2566300.57,264.69,8,australia
cs0003810,technical,11/11/2018,basic,payg,4,level_1_8,level_2_17,level_3_127,group_8,0,3,0.35931713,0.543993056,source_5,employee,weekend,prime_time,no,3512,12445.68,246.1,2,united states
cs0003811,non technical,11/12/2018,basic,payg,3,level_1_7,level_2_17,level_3_65,group_13,2,8,1.240138889,0.861296296,source_5,employee,weekday,non_prime_time,no,4395,645610.63,0,11,india
cs0003812,technical,11/12/2018,premium,payg,1,level_1_6,level_2_17,level_3_116,group_7,0,4,0.020497685,0.024768519,source_5,employee,weekday,non_prime_time,no,3044,9282301.07,373299,7,china
cs0003813,technical,11/12/2018,basic,payg,3,level_1_3,level_2_17,level_3_115,group_4,1,9,0.017766204,0.001967593,source_5,employee,weekday,prime_time,no,1808,1106.05,0,10,denmark
cs0003814,non technical,11/12/2018,basic,payg,4,level_1_7,level_2_17,level_3_2,group_13,0,2,15.69122685,8.493252315,source_5,employee,weekday,prime_time,no,361,0,,17,mexico
cs0003815,technical,11/12/2018,basic,payg,4,level_1_3,level_2_23,level_3_137,group_4,0,8,0.051712963,0.031550926,source_5,employee,weekday,prime_time,no,4682,47406,870,9,united states
cs0003816,technical,11/12/2018,basic,payg,2,level_1_9,level_2_17,level_3_133,group_9,0,13,0.004560185,0.002604167,source_5,employee,weekday,prime_time,no,604,568340.73,32203.16,3,japan
cs0003817,non technical,11/13/2018,standard,subscription,4,level_1_7,level_2_17,level_3_119,group_13,1,1,0.0078125,0.0078125,source_5,employee,weekday,non_prime_time,no,798,30442.38,3504.02,0,japan
cs0003818,technical,11/13/2018,basic,payg,4,level_1_3,level_2_23,level_3_137,group_4,0,3,0.04412037,0.016875,source_5,employee,weekday,non_prime_time,no,1394,14328.73,276.2,0,portugal
cs0003819,non technical,11/13/2018,basic,payg,4,level_1_7,level_2_17,level_3_119,group_13,1,2,0.016284722,0.008136574,source_5,employee,weekday,non_prime_time,no,372,192.28,24.82,0,egypt
cs0003820,technical,11/13/2018,premium,payg,3,level_1_6,level_2_17,level_3_115,group_7,0,7,0.023715278,0.029236111,source_5,employee,weekday,prime_time,no,1289,3729214.17,88989.98,13,germany
cs0003821,technical,11/13/2018,basic,payg,4,level_1_3,level_2_17,level_3_73,group_4,0,7,0.071342593,0.070532407,source_5,employee,weekday,prime_time,no,5606,8643,186.78,10,united states
cs0003822,technical,11/13/2018,basic,payg,4,level_1_3,level_2_17,level_3_73,group_4,0,6,0.009722222,0.013784722,source_5,employee,weekday,prime_time,no,2410,64530,1199,7,united states
