case_id,likelihood_to_recommend,ticket_open_date,support_plan,account_type,sr_severity,technology_level_1,technology_level_2,technology_level_3,assignment_count,meaningful_comm_count,first_meaningful_comm_duration_mins,all_avg_meaningful_comm_duration_mins,case_origination_source,case_origination_user_type,dayofweek,timewindow,severity_change,age_of_account_days,life_time_spend_usd,monthly_recurring_revenue_usd,ticket_duration_days,tribe_level_1,tribe_level_2,catalog_name,sentiment_overall,anger_overall,disgust_overall,fear_overall,joy_overall,sadness_overall,sentiment_last3_conversation,anger_sentiment_last3,disgust_sentiment_last3,fear_sentiment_last3,joy_sentiment_last3,sadness_sentiment_last3,sentiment_last_conversation,anger_last_conversation,disgust_last_conversation,fear_last_conversation,joy_last_conversation,sadness_last_conversation,sentiment_short_description,anger_short_description,disgust_short_description,fear_short_description,joy_short_description,sadness_short_description,sentiment_description,anger_description,disgust_description,fear_description,joy_description,sadness_description,country,geography,region
cs0002606,1,10/30/2018,support_tier_2,account_type_1,4,technical,assignment_group_2,technology_level_3_11,1,1,110,110,case_origination_source_4,case_origination_user_type_2,weekday,prime_time,no,,,,371,tribe_level_1_4,tribe_level_2_2,catalog_level_8,0,0.041392,0.034557,0.019319,0.031927,0.094256,0,0.041392,0.034557,0.019319,0.031927,0.094256,0,0.041392,0.034557,0.019319,0.031927,0.094256,0,0.034826,0.041822,0.058816,0.087321,0.064463,0.795774,0.058571,0.048922,0.04094,0.489708,0.127373,united states of america,am,us
cs0002607,0,10/30/2018,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,1,3,1011,6004,case_origination_source_3,case_origination_user_type_1,weekday,prime_time,no,,,,372,tribe_level_1_1,tribe_level_2_1,catalog_level_1,-0.297343,0.073054,0.023083,0.044179,0.130089,0.46943,-0.711016,0.006517,0.00295,0.010196,0.019804,0.213614,0,0.179078,0.078836,0.084473,0.112402,0.044477,-0.617762,0.075999,0.048631,0.098721,0.035882,0.707644,-0.688136,0.060751,0.052149,0.124449,0.02527,0.542718,united states of america,am,us
cs0002608,1,10/30/2018,support_tier_2,account_type_1,4,technical,assignment_group_6,technology_level_3_34,1,2,109,266,case_origination_source_4,case_origination_user_type_2,weekday,prime_time,no,,,,372,tribe_level_1_18,tribe_level_2_9,catalog_level_24,0.40775,0.04857,0.04385,0.04941,0.599568,0.558881,0.389143,0.057212,0.040169,0.060823,0.579821,0.556901,0.483213,0.052992,0.030295,0.039534,0.509417,0.683186,0,0.006476,0.012977,0.016715,0.1833,0.104206,-0.656517,0.062467,0.057185,0.075025,0.657104,0.59639,india,as,india-south asia
cs0002609,0,10/30/2018,support_tier_2,account_type_1,4,technical,assignment_group_2,technology_level_3_4,0,6,6,56,case_origination_source_4,case_origination_user_type_2,weekday,prime_time,no,,,,372,tribe_level_1_3,tribe_level_2_2,catalog_level_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,germany,ep,"dach germany,austria,switz"
cs0002610,0,10/30/2018,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,1,78,78,case_origination_source_4,case_origination_user_type_2,weekday,prime_time,no,,,,372,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united kingdom,ep,uk and ireland
cs0002611,0,10/30/2018,support_tier_2,account_type_1,4,technical,assignment_group_4,technology_level_3_8,1,1,101,101,case_origination_source_4,case_origination_user_type_2,weekday,prime_time,no,,,,372,tribe_level_1_10,tribe_level_2_7,catalog_level_5,0.449207,0.073995,0.035587,0.057657,0.186958,0.615234,0.466662,0.074389,0.035558,0.058038,0.208463,0.615199,-0.959998,0.166075,0.109469,0.108744,0.454759,0.210226,0,0.03179,0.116264,0.133197,0.536717,0.227518,-0.930236,0.353051,0.097831,0.055898,0.459268,0.044599,united kingdom,ep,uk and ireland
cs0002612,0,10/30/2018,support_tier_1,account_type_1,4,customer support,assignment_group_1,technology_level_3_1,2,2,27620,17932,case_origination_source_5,case_origination_user_type_1,weekday,non_prime_time,no,,,,372,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0002613,1,10/30/2018,support_tier_3,account_type_3,3,technical,assignment_group_6,technology_level_3_66,1,15,428,2395,case_origination_source_4,case_origination_user_type_2,weekday,non_prime_time,no,,620,,372,tribe_level_1_19,tribe_level_2_4,catalog_level_54,0.840687,0.040748,0.006011,0.00278,0.443737,0.064662,0.840687,0.040748,0.006011,0.00278,0.443737,0.064662,0.840687,0.040748,0.006011,0.00278,0.443737,0.064662,-0.954142,0.155854,0.027378,0.027866,0.019232,0.90201,-0.856151,0.118333,0.096467,0.144115,0.0148,0.4891,united states of america,am,us
cs0002614,1,10/29/2018,support_tier_2,account_type_1,4,technical,assignment_group_5,technology_level_3_9,0,1,6,6,case_origination_source_5,case_origination_user_type_1,weekday,non_prime_time,no,,,,372,tribe_level_1_5,tribe_level_2_5,catalog_level_7,0.906027,0.052941,0.00852,0.151222,0.617694,0.193552,0.906027,0.052941,0.00852,0.151222,0.617694,0.193552,0.906027,0.052941,0.00852,0.151222,0.617694,0.193552,0,0.018964,0.011486,0.031155,0.039174,0.305746,0.339237,0.017811,0.024875,0.021715,0.188045,0.240095,costa rica,la,latin america
cs0002616,0,10/29/2018,support_tier_1,account_type_2,4,technical,assignment_group_5,technology_level_3_9,0,1,17,17,case_origination_source_5,case_origination_user_type_1,weekday,prime_time,no,,3,,373,tribe_level_1_5,tribe_level_2_5,catalog_level_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,india,as,india-south asia
cs0002617,0,10/28/2018,support_tier_2,account_type_1,4,customer support,assignment_group_1,technology_level_3_1,0,1,1500,1500,case_origination_source_4,case_origination_user_type_2,weekend,prime_time,no,,,,374,tribe_level_1_1,tribe_level_2_1,catalog_level_1,0,0.018641,0.010074,0.014538,0.084685,0.108447,0,0.018641,0.010074,0.014538,0.084685,0.108447,0,0.015884,0.017077,0.013347,0.116912,0.034317,-0.851597,0.072079,0.018574,0.018886,0.079385,0.237496,-0.702097,0.077982,0.022456,0.042914,0.149436,0.141997,israel,ep,spgi
cs0002618,0,10/28/2018,support_tier_2,account_type_1,4,customer support,assignment_group_1,technology_level_3_1,0,2,147,2627,case_origination_source_4,case_origination_user_type_2,weekend,prime_time,no,,,,374,tribe_level_1_1,tribe_level_2_1,catalog_level_1,-0.989353,0.210053,0.072462,0.157369,0.005664,0.675615,-0.989353,0.210053,0.072462,0.157369,0.005664,0.675615,-0.989353,0.210053,0.072462,0.157369,0.005664,0.675615,-0.766383,0.27769,0.063125,0.141747,0.008602,0.512785,0,0.048412,0.061294,0.054295,0.342231,0.126022,france,ep,france
cs0002619,0,10/27/2018,support_tier_2,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,1,2,2604,8896,case_origination_source_3,case_origination_user_type_1,weekend,prime_time,no,,,,374,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0002620,0,10/27/2018,support_tier_2,account_type_1,4,customer support,assignment_group_1,technology_level_3_1,0,1,840,840,case_origination_source_4,case_origination_user_type_2,weekend,prime_time,no,,,,374,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,czech republic,ep,central and eastern europe
cs0002621,0,10/27/2018,support_tier_4,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,2,698,2437,case_origination_source_3,case_origination_user_type_1,weekend,prime_time,no,,,,375,tribe_level_1_1,tribe_level_2_1,catalog_level_1,0.446779,0.09032,0.042819,0.086115,0.601906,0.452599,0.278758,0.098032,0.044874,0.092187,0.650633,0.461871,0.2903,0.055776,0.009518,0.019955,0.066265,0.325177,0,0.154791,0.034213,0.069118,0.01333,0.659936,-0.701002,0.117442,0.003612,0.008514,0.039606,0.276582,united states of america,am,us
cs0002622,0,10/26/2018,support_tier_2,account_type_1,4,customer support,assignment_group_1,technology_level_3_1,1,4,2889,1480,case_origination_source_5,case_origination_user_type_1,weekday,non_prime_time,no,,,,375,tribe_level_1_1,tribe_level_2_1,catalog_level_1,-0.291934,0.104819,0.038568,0.620416,0.552368,0.600988,-0.340758,0.678505,0.045014,0.683515,0.110758,0.614845,0.852935,0.054811,0.033717,0.057697,0.169664,0.109512,-0.82678,0.252884,0.205419,0.221925,0.006699,0.593933,-0.390384,0.192986,0.045757,0.260872,0.0542,0.608322,spain,ep,spgi
cs0002623,0,10/26/2018,support_tier_4,account_type_3,2,technical,assignment_group_4,technology_level_3_8,1,15,750,6368,case_origination_source_2,case_origination_user_type_2,weekday,prime_time,yes,798,725,0,375,tribe_level_1_10,tribe_level_2_7,catalog_level_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0002624,1,10/26/2018,support_tier_2,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,1,2,4364,9422,case_origination_source_3,case_origination_user_type_1,weekday,prime_time,no,,,,375,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0002625,0,10/26/2018,support_tier_4,account_type_3,2,technical,assignment_group_6,technology_level_3_94,0,4,16,3932,case_origination_source_5,case_origination_user_type_1,weekday,non_prime_time,no,,6257,,376,tribe_level_1_35,tribe_level_2_4,catalog_level_70,0.62211,0.098447,0.036541,0.065774,0.620371,0.529849,0.62211,0.098447,0.036541,0.065774,0.620371,0.529849,-0.779221,0.093896,0.042719,0.079481,0.05473,0.542989,0,0.067798,0.069379,0.172497,0.093121,0.595954,0.325545,0.095861,0.036308,0.146019,0.650036,0.588277,peru,la,latin america
cs0002626,1,10/25/2018,support_tier_2,account_type_1,4,technical,assignment_group_2,technology_level_3_31,1,2,115,3708,case_origination_source_4,case_origination_user_type_2,weekday,non_prime_time,no,,,,376,tribe_level_1_14,tribe_level_2_3,catalog_level_23,0.36189,0.075484,0.045431,0.071427,0.594443,0.158588,0.36189,0.075484,0.045431,0.071427,0.594443,0.158588,-0.440651,0.060031,0.059378,0.160922,0.249737,0.305542,0,0.029257,0.008282,0.016089,0.054368,0.367292,0.590175,0.046664,0.020531,0.047893,0.598434,0.169702,chile,la,latin america
cs0002627,0,10/25/2018,support_tier_1,account_type_2,4,technical,assignment_group_2,technology_level_3_55,0,2,34,57,case_origination_source_5,case_origination_user_type_1,weekday,prime_time,no,,0,,376,tribe_level_1_4,tribe_level_2_2,catalog_level_40,-0.493703,0.094,0.066066,0.079515,0.101555,0.583988,-0.850865,0.099039,0.079259,0.091834,0.076828,0.239057,-0.88869,0.159549,0.166198,0.13928,0.121318,0.441261,-0.936504,0.030364,0.062884,0.199387,0.038433,0.435194,-0.6819,0.107883,0.056509,0.092767,0.096664,0.535116,united states of america,am,us
cs0002628,1,10/25/2018,support_tier_2,account_type_1,4,technical,assignment_group_2,technology_level_3_4,1,2,48,24,case_origination_source_4,case_origination_user_type_2,weekday,prime_time,no,,,,376,tribe_level_1_3,tribe_level_2_2,catalog_level_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mexico,la,latin america
cs0002629,1,10/25/2018,support_tier_2,account_type_1,4,technical,assignment_group_6,technology_level_3_12,0,2,1499,2966,case_origination_source_4,case_origination_user_type_2,weekday,prime_time,no,,,,377,tribe_level_1_11,tribe_level_2_5,catalog_level_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united kingdom,ep,uk and ireland
cs0002630,0,10/25/2018,support_tier_2,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,1,217,217,case_origination_source_3,case_origination_user_type_1,weekday,prime_time,no,,,,377,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0002631,0,10/24/2018,support_tier_1,account_type_2,4,technical,assignment_group_2,technology_level_3_44,0,4,96,12993,case_origination_source_5,case_origination_user_type_1,weekday,prime_time,no,,0,,378,tribe_level_1_4,tribe_level_2_2,catalog_level_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,portugal,ep,spgi
cs0002632,1,10/24/2018,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,1,3,282,2937,case_origination_source_3,case_origination_user_type_1,weekday,prime_time,no,,0,,378,tribe_level_1_1,tribe_level_2_1,catalog_level_1,0.696505,0.034528,0.016713,0.03274,0.621529,0.065899,-0.536598,0.067044,0.032514,0.062978,0.130775,0.126115,-0.743108,0.018396,0.020772,0.056862,0.071743,0.120589,0,0.048574,0.130405,0.089339,0.048058,0.354444,-0.897171,0.037568,0.145783,0.108666,0.093674,0.374516,united arab emirates,ea,middle east and africa
cs0002633,1,10/24/2018,support_tier_2,account_type_1,4,technical,assignment_group_5,technology_level_3_9,0,2,233,160,case_origination_source_5,case_origination_user_type_1,weekday,prime_time,no,,,,378,tribe_level_1_5,tribe_level_2_5,catalog_level_7,0.847107,0.013884,0.004551,0.002292,0.368806,0.019651,0.847107,0.013884,0.004551,0.002292,0.368806,0.019651,0.949663,0.043879,0.026698,0.003962,0.235347,0.002904,0,0.088473,0.074744,0.091248,0.179551,0.148831,-0.859491,0.071206,0.054388,0.064906,0.051937,0.280655,indonesia,as,asean
cs0002634,1,10/24/2018,support_tier_1,account_type_2,4,technical,assignment_group_2,technology_level_3_3,0,4,83,728,case_origination_source_5,case_origination_user_type_1,weekday,prime_time,no,,0,,378,tribe_level_1_2,tribe_level_2_3,catalog_level_2,0.589153,0.093445,0.04863,0.0526,0.681097,0.195536,0.589153,0.093445,0.04863,0.0526,0.681097,0.195536,0.885795,0.22189,0.023388,0.064247,0.203394,0.081899,0,0.040464,0.045923,0.073501,0.114881,0.131534,-0.623124,0.161845,0.071951,0.063133,0.085513,0.180831,japan,jn,japan
cs0002635,0,10/23/2018,support_tier_1,account_type_1,4,customer support,assignment_group_1,technology_level_3_1,1,2,995,1434,case_origination_source_5,case_origination_user_type_1,weekday,non_prime_time,no,,,,378,tribe_level_1_1,tribe_level_2_1,catalog_level_1,0.581687,0.062323,0.060337,0.081934,0.637672,0.147575,0.360988,0.03366,0.040872,0.075675,0.662085,0.109785,0,0.018091,0.042562,0.091702,0.073674,0.189421,0,0.055123,0.025175,0.045269,0.190225,0.060321,0.549372,0.048785,0.038329,0.058925,0.101193,0.080703,canada,am,canada
cs0002636,0,10/23/2018,support_tier_1,account_type_2,4,technical,assignment_group_2,technology_level_3_19,0,14,65,15852,case_origination_source_5,case_origination_user_type_1,weekday,prime_time,no,,1809,,378,tribe_level_1_2,tribe_level_2_3,catalog_level_14,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.057315,0.010551,0.025522,0.0154,0.073307,0,0.035657,0.007257,0.034347,0.232913,0.151472,brazil,la,latin america
cs0002637,0,10/23/2018,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,2,459,229,case_origination_source_5,case_origination_user_type_1,weekday,prime_time,no,953,0,,378,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mexico,la,latin america
cs0002638,0,10/23/2018,support_tier_2,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,1,2,978,653,case_origination_source_3,case_origination_user_type_1,weekday,prime_time,no,,,,379,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0002639,0,10/23/2018,support_tier_2,account_type_1,4,technical,assignment_group_2,technology_level_3_71,1,9,319,1144,case_origination_source_4,case_origination_user_type_2,weekday,prime_time,no,,,,379,tribe_level_1_4,tribe_level_2_2,catalog_level_55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,india,as,india-south asia
cs0002640,1,10/23/2018,support_tier_4,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,1,10,10,case_origination_source_3,case_origination_user_type_1,weekday,prime_time,no,,,,379,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0002642,0,10/23/2018,support_tier_2,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,8,21,1371,case_origination_source_3,case_origination_user_type_1,weekday,non_prime_time,no,,,,379,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0002643,0,10/23/2018,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,1,187,187,case_origination_source_5,case_origination_user_type_1,weekday,non_prime_time,no,,420,,379,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canada,am,canada
cs0002644,0,10/22/2018,support_tier_4,account_type_3,3,technical,assignment_group_2,technology_level_3_3,0,4,48,2531,case_origination_source_5,case_origination_user_type_2,weekday,prime_time,no,,0,,379,tribe_level_1_2,tribe_level_2_3,catalog_level_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mauritius,ea,middle east and africa
cs0002645,1,10/22/2018,support_tier_2,account_type_1,4,technical,assignment_group_2,technology_level_3_4,0,6,33,26,case_origination_source_5,case_origination_user_type_1,weekday,prime_time,no,,,,379,tribe_level_1_3,tribe_level_2_2,catalog_level_3,0.387944,0.006893,0.002489,0.02549,0.093065,0.055219,0.387944,0.006893,0.002489,0.02549,0.093065,0.055219,0.380835,0.009067,0.003625,0.039747,0.103363,0.088526,-0.734522,0.073239,0.013045,0.03207,0.082055,0.033653,-0.73497,0.070297,0.036902,0.043398,0.059212,0.136776,united states of america,am,us
cs0002646,0,10/22/2018,support_tier_2,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,1,3,178,1447,case_origination_source_3,case_origination_user_type_1,weekday,prime_time,no,,,,380,tribe_level_1_1,tribe_level_2_1,catalog_level_1,0,0.030102,0.046058,0.017308,0.327644,0.117753,0,0.030102,0.046058,0.017308,0.327644,0.117753,0,0,0,0,0,0,0,0.257568,0.028971,0.00563,0.050586,0.236014,0,0.121908,0.011061,0.008528,0.069289,0.13209,united states of america,am,us
cs0002647,0,10/22/2018,support_tier_1,account_type_2,4,technical,assignment_group_2,technology_level_3_25,0,9,40,361,case_origination_source_5,case_origination_user_type_1,weekday,prime_time,no,,0,,380,tribe_level_1_8,tribe_level_2_2,catalog_level_19,-0.354424,0.058287,0.029347,0.087051,0.540272,0.471499,-0.954537,0.012735,0.002113,0.142828,0.034462,0.151918,-0.972941,0.004027,0.007825,0.805911,0.022605,0.034746,0,0.107337,0.015863,0.075397,0.327017,0.053765,0.864019,0.025462,0.010374,0.043607,0.151525,0.095404,italy,ep,italy
cs0002648,0,10/22/2018,support_tier_1,account_type_2,4,technical,assignment_group_2,technology_level_3_3,0,4,3,2881,case_origination_source_5,case_origination_user_type_2,weekday,prime_time,no,,6542,,380,tribe_level_1_2,tribe_level_2_3,catalog_level_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spain,ep,spgi
cs0002649,0,10/20/2018,support_tier_2,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,1,4,177,937,case_origination_source_3,case_origination_user_type_1,weekend,prime_time,no,,,,381,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0002650,1,10/20/2018,support_tier_2,account_type_1,4,customer support,assignment_group_1,technology_level_3_1,1,2,2305,1782,case_origination_source_5,case_origination_user_type_1,weekend,prime_time,no,,,,382,tribe_level_1_1,tribe_level_2_1,catalog_level_1,-0.657763,0.065095,0.061209,0.104017,0.492747,0.174524,-0.621513,0.07327,0.062437,0.098892,0.170625,0.176801,-0.415491,0.070151,0.031197,0.093118,0.198962,0.140244,0,0.051715,0.051957,0.145955,0.075581,0.165655,-0.505057,0.080801,0.118576,0.089652,0.272297,0.078532,brazil,la,latin america
cs0002651,1,10/20/2018,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,1,1166,1166,case_origination_source_3,case_origination_user_type_1,weekend,prime_time,no,,,,382,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0002652,0,10/20/2018,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,1,1,1490,1490,case_origination_source_5,case_origination_user_type_1,weekend,non_prime_time,no,,,,382,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,india,as,india-south asia
cs0002653,0,10/20/2018,support_tier_4,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,1,203,203,case_origination_source_3,case_origination_user_type_1,weekend,non_prime_time,no,,,,382,tribe_level_1_1,tribe_level_2_1,catalog_level_1,-0.531841,0.064564,0.030909,0.109337,0.4847,0.606485,-0.547744,0.073367,0.032871,0.143998,0.501786,0.620203,0,0.2231,0.024743,0.131105,0.124486,0.117364,0,0.06109,0.107125,0.213094,0.488318,0.110443,,,,,,,united states of america,am,us
cs0002654,1,10/19/2018,support_tier_4,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,1,712,712,case_origination_source_3,case_origination_user_type_1,weekday,prime_time,no,,,,382,tribe_level_1_1,tribe_level_2_1,catalog_level_1,0.676359,0.047199,0.019967,0.04156,0.58479,0.19268,0.676359,0.047199,0.019967,0.04156,0.58479,0.19268,0.676359,0.048345,0.021291,0.041352,0.582908,0.192315,0,0.08823,0.082025,0.221077,0.049721,0.626032,0,0.040872,0.023219,0.060342,0.026896,0.166089,united states of america,am,us
cs0002656,1,10/19/2018,support_tier_2,account_type_1,4,technical,assignment_group_4,technology_level_3_8,1,1,4788,4788,case_origination_source_4,case_origination_user_type_2,weekday,prime_time,no,,,,383,tribe_level_1_10,tribe_level_2_7,catalog_level_5,0.679337,0.068028,0.065459,0.082418,0.205897,0.432692,0.833264,0.063206,0.065959,0.083589,0.168637,0.461665,0.944568,0.051791,0.067425,0.072272,0.138195,0.043949,0.747709,0.026238,0.123709,0.145902,0.439369,0.262918,0.459688,0.080603,0.183764,0.149729,0.352637,0.058423,india,as,india-south asia
cs0002657,0,10/19/2018,support_tier_1,account_type_2,4,technical,assignment_group_8,technology_level_3_18,3,22,558,3623,case_origination_source_2,case_origination_user_type_2,weekday,prime_time,no,,19172,,383,tribe_level_1_12,tribe_level_2_6,catalog_level_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,russian federation,ep,central and eastern europe
cs0002658,1,10/18/2018,support_tier_2,account_type_1,4,technical,assignment_group_2,technology_level_3_19,0,1,61,61,case_origination_source_5,case_origination_user_type_1,weekday,non_prime_time,no,,,,383,tribe_level_1_2,tribe_level_2_3,catalog_level_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,austria,ep,"dach germany,austria,switz"
cs0002659,0,10/18/2018,support_tier_2,account_type_1,4,technical,assignment_group_2,technology_level_3_4,0,6,113,996,case_origination_source_4,case_origination_user_type_2,weekday,non_prime_time,no,,,,383,tribe_level_1_3,tribe_level_2_2,catalog_level_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0002660,0,10/18/2018,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,2,592,4482,case_origination_source_3,case_origination_user_type_1,weekday,prime_time,no,,,,383,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
cs0002661,0,10/18/2018,support_tier_2,account_type_1,4,technical,assignment_group_2,technology_level_3_3,1,5,1261,2041,case_origination_source_4,case_origination_user_type_2,weekday,prime_time,no,,,,383,tribe_level_1_2,tribe_level_2_3,catalog_level_2,0.778196,0.048446,0.015766,0.02098,0.566049,0.090692,0.778196,0.048446,0.015766,0.02098,0.566049,0.090692,0.778196,0.048446,0.015766,0.02098,0.566049,0.090692,0,0.193975,0.076886,0.132474,0.009836,0.528296,0,0.238214,0.067783,0.098948,0.048647,0.342077,canada,am,canada
cs0002662,0,10/18/2018,support_tier_1,account_type_2,4,technical,assignment_group_4,technology_level_3_65,0,2,1902,20336,case_origination_source_3,case_origination_user_type_1,weekday,prime_time,no,,0,,383,tribe_level_1_7,tribe_level_2_4,catalog_level_47,0.325396,0.086758,0.031017,0.059844,0.661753,0.605539,-0.523025,0.024602,0.000549,0.007029,0.031542,0.25276,-0.593948,0.164177,0.023863,0.078947,0.019567,0.347527,-0.748634,0.08686,0.072945,0.093654,0.174219,0.151545,-0.562133,0.009125,0.00124,0.007714,0.029575,0.34092,brazil,la,latin america
cs0002663,1,10/18/2018,support_tier_1,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,0,1,211,211,case_origination_source_4,case_origination_user_type_2,weekday,non_prime_time,no,,,,384,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,china,cg,greater china
cs0002665,0,10/17/2018,support_tier_2,account_type_1,4,customer support,assignment_group_1,technology_level_3_1,0,1,34910,34910,case_origination_source_4,case_origination_user_type_2,weekday,prime_time,no,,,,384,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spain,ep,spgi
cs0002666,0,10/17/2018,support_tier_2,account_type_1,4,customer support,assignment_group_1,technology_level_3_1,1,2,534,3966,case_origination_source_5,case_origination_user_type_1,weekday,prime_time,no,,,,384,tribe_level_1_1,tribe_level_2_1,catalog_level_1,0.941539,0.104043,0.028408,0.12513,0.700425,0.601873,0.941539,0.104043,0.028408,0.12513,0.700425,0.601873,0.992337,0.030268,0.003207,0.001942,0.916272,0.006433,0,0.010176,0.006625,0.004994,0.040078,0.27033,0.67932,0.033742,0.03502,0.048771,0.536304,0.6309,spain,ep,spgi
cs0002667,1,10/17/2018,support_tier_2,account_type_1,4,technical,assignment_group_2,technology_level_3_25,1,2,47,683,case_origination_source_4,case_origination_user_type_2,weekday,prime_time,no,,,,384,tribe_level_1_8,tribe_level_2_2,catalog_level_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brazil,la,latin america
cs0002668,0,10/17/2018,support_tier_1,account_type_3,4,technical,assignment_group_6,technology_level_3_52,0,9,8660,4295,case_origination_source_5,case_origination_user_type_1,weekday,prime_time,no,,0,,384,tribe_level_1_25,tribe_level_2_5,catalog_level_43,0.287333,0.157909,0.039569,0.019317,0.024175,0.5771,0.287333,0.157909,0.039569,0.019317,0.024175,0.5771,0.287333,0.157909,0.039569,0.019317,0.024175,0.5771,0,0.041301,0.012047,0.086008,0.040861,0.265562,,,,,,,netherlands,ep,benelux
cs0002669,0,10/17/2018,support_tier_1,account_type_3,4,technical,assignment_group_6,technology_level_3_61,1,2,17023,8512,case_origination_source_4,case_origination_user_type_2,weekday,prime_time,no,1000,1128,20,384,tribe_level_1_29,tribe_level_2_4,catalog_level_48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,israel,ep,spgi
cs0002671,0,10/17/2018,support_tier_2,account_type_2,4,customer support,assignment_group_1,technology_level_3_1,1,1,330,330,case_origination_source_3,case_origination_user_type_1,weekday,non_prime_time,no,,,,385,tribe_level_1_1,tribe_level_2_1,catalog_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,united states of america,am,us
