case_number,sentiment_overall,anger_overall,disgust_overall,fear_overall,joy_overall,sadness_overall,sentiment_conversation_last3,anger_sentiment_last3,disgust_sentiment_last3,fear_sentiment_last3,joy_sentiment_last3,sadness_sentiment_last3,sentiment_conversation_last,anger_conversation_last,disgust_conversation_last,fear_conversation_last,joy_conversation_last,sadness_conversation_last
cs0001158,,,,,,,,,,,,,,,,,,
cs0002395,,,,,,,,,,,,,,,,,,
cs0001077,,,,,,,,,,,,,,,,,,
cs000938,0.680923,0.07129,0.078643,0.070173,0.557702,0.555406,0.907154,0.066282,0.669052,0.051511,0.564112,0.696413,0.975667,0.045542,0.005031,0.002418,0.356685,0.01733
cs000701,,,,,,,,,,,,,,,,,,
cs0001646,,,,,,,,,,,,,,,,,,
cs0003364,0.992803,0.047525,0.003041,0.007801,0.833058,0.018858,0.992803,0.047525,0.003041,0.007801,0.833058,0.018858,0.992803,0.047525,0.003041,0.007801,0.833058,0.018858
cs0002977,,,,,,,,,,,,,,,,,,
cs0001145,,,,,,,,,,,,,,,,,,
cs000828,0.820186,0.076955,0.03389,0.083201,0.665819,0.106379,0.820186,0.076955,0.03389,0.083201,0.665819,0.106379,0.831683,0.055629,0.037021,0.097712,0.687752,0.115907
cs0002055,,,,,,,,,,,,,,,,,,
cs0002283,,,,,,,,,,,,,,,,,,
cs0002382,0.75867,0.081456,0.027829,0.059225,0.614598,0.107191,0.75867,0.081456,0.027829,0.059225,0.614598,0.107191,0.75867,0.081456,0.027829,0.059225,0.614598,0.107191
cs0003097,,,,,,,,,,,,,,,,,,
cs0003049,,,,,,,,,,,,,,,,,,
cs0001610,,,,,,,,,,,,,,,,,,
cs0001575,-0.860315,0.048682,0.020711,0.041023,0.409388,0.115327,-0.860315,0.048682,0.020711,0.041023,0.409388,0.115327,-0.860315,0.048682,0.020711,0.041023,0.409388,0.115327
cs0002704,,,,,,,,,,,,,,,,,,
cs00076,,,,,,,,,,,,,,,,,,
cs0003134,0.673122,0.050412,0.021417,0.023444,0.517895,0.156215,0.673122,0.050412,0.021417,0.023444,0.517895,0.156215,0.950288,0.037349,0.016472,0.018644,0.24616,0.136121
cs0001999,,,,,,,,,,,,,,,,,,
cs0003042,,,,,,,,,,,,,,,,,,
cs000400,0.735788,0.049581,0.032809,0.049446,0.612258,0.475446,0.735788,0.049581,0.032809,0.049446,0.612258,0.475446,0.987587,0.059858,0.006818,0.003862,0.053725,0.038971
cs0001908,0.363461,0.064406,0.05401,0.093963,0.086813,0.195918,-0.434384,0.020278,0.006322,0.073453,0.033582,0.112668,0,0.087565,0.053312,0.135138,0.127455,0.162593
cs0001521,,,,,,,,,,,,,,,,,,
cs000459,0.97094,0.064324,0.008842,0.013653,0.072575,0.058614,0.97094,0.064324,0.008842,0.013653,0.072575,0.058614,0.97094,0.064324,0.008842,0.013653,0.072575,0.058614
cs0003327,,,,,,,,,,,,,,,,,,
cs000463,,,,,,,,,,,,,,,,,,
cs0001783,,,,,,,,,,,,,,,,,,
cs0001593,,,,,,,,,,,,,,,,,,
cs0003126,-0.523718,0.061062,0.05082,0.083985,0.650573,0.200208,-0.523718,0.061062,0.05082,0.083985,0.650573,0.200208,-0.81713,0.06839,0.019422,0.121223,0.064809,0.187365
cs000512,,,,,,,,,,,,,,,,,,
cs0003125,,,,,,,,,,,,,,,,,,
cs000702,0.631628,0.03018,0.020294,0.037404,0.599899,0.077166,0.631628,0.03018,0.020294,0.037404,0.599899,0.077166,0.631628,0.03018,0.020294,0.037404,0.599899,0.077166
cs0002003,0.997533,0.015096,0.00561,0.016891,0.183454,0.014816,0.997533,0.015096,0.00561,0.016891,0.183454,0.014816,0.997533,0.015096,0.00561,0.016891,0.183454,0.014816
cs0001091,,,,,,,,,,,,,,,,,,
cs0001355,,,,,,,,,,,,,,,,,,
cs000933,0.99457,0.026704,0.021767,0.032173,0.432662,0.042805,0.99457,0.026704,0.021767,0.032173,0.432662,0.042805,0.99457,0.026704,0.021767,0.032173,0.432662,0.042805
cs0002236,,,,,,,,,,,,,,,,,,
cs0002454,,,,,,,,,,,,,,,,,,
cs0002086,,,,,,,,,,,,,,,,,,
cs000997,,,,,,,,,,,,,,,,,,
cs0002900,,,,,,,,,,,,,,,,,,
cs0001668,0.439762,0.059736,0.02428,0.038309,0.668309,0.427491,0.817681,0.034222,0.013388,0.034379,0.668214,0.045873,0.979982,0.045323,0.017459,0.071284,0.10914,0.072201
cs000975,-0.359533,0.077892,0.050164,0.056135,0.588761,0.624106,-0.658411,0.676191,0.670027,0.103078,0.629204,0.669432,0.936681,0.156828,0.023214,0.036591,0.560546,0.1458
cs0002588,-0.70401,0.144431,0.063247,0.084794,0.072033,0.621216,-0.687872,0.156796,0.067413,0.086217,0.06718,0.628147,-0.665309,0.155259,0.0214,0.028295,0.027901,0.665872
cs0001398,-0.512952,0.151192,0.089315,0.076328,0.566161,0.556816,-0.853259,0.19051,0.141469,0.066181,0.0751,0.577474,-0.981464,0.257397,0.089157,0.157807,0.060398,0.384862
cs0003323,,,,,,,,,,,,,,,,,,
cs0002405,,,,,,,,,,,,,,,,,,
cs0003335,0.860071,0.05346,0.015679,0.045692,0.668027,0.083642,0.860071,0.05346,0.015679,0.045692,0.668027,0.083642,0.932626,0.131929,0.01679,0.12989,0.258442,0.253321
cs000102,,,,,,,,,,,,,,,,,,
cs0003263,,,,,,,,,,,,,,,,,,
cs0002793,0.621264,0.029948,0.010047,0.083744,0.507715,0.071265,0.621264,0.029948,0.010047,0.083744,0.507715,0.071265,0.621264,0.029948,0.010047,0.083744,0.507715,0.071265
cs0002992,,,,,,,,,,,,,,,,,,
cs000663,,,,,,,,,,,,,,,,,,
cs0001769,0.998752,0.150781,0.005431,0.003424,0.457376,0.05699,0.998752,0.150781,0.005431,0.003424,0.457376,0.05699,0.998752,0.150781,0.005431,0.003424,0.457376,0.05699
cs0003336,-0.594271,0.098445,0.055917,0.068522,0.142581,0.553032,-0.67509,0.119235,0.069616,0.075785,0.135324,0.587091,-0.745744,0.134681,0.076977,0.068635,0.12875,0.588585
cs0002303,,,,,,,,,,,,,,,,,,
cs0002591,,,,,,,,,,,,,,,,,,
cs0001379,,,,,,,,,,,,,,,,,,
cs0001044,-0.28942,0.06731,0.033552,0.062495,0.061214,0.193581,-0.28942,0.06731,0.033552,0.062495,0.061214,0.193581,0,0.102027,0.020735,0.089458,0.021562,0.296895
cs000322,,,,,,,,,,,,,,,,,,
cs0003282,,,,,,,,,,,,,,,,,,
cs0002667,,,,,,,,,,,,,,,,,,
cs0002295,0.917855,0.028218,0.002393,0.017188,0.566554,0.028767,0.917855,0.028218,0.002393,0.017188,0.566554,0.028767,0.917855,0.028218,0.002393,0.017188,0.566554,0.028767
cs0001216,0.968053,0.033884,0.079907,0.033354,0.120987,0.239846,0.968053,0.033884,0.079907,0.033354,0.120987,0.239846,0.990225,0.048277,0.010597,0.047613,0.24796,0.079391
cs0001034,,,,,,,,,,,,,,,,,,
cs0001663,-0.675109,0.067021,0.023138,0.086579,0.555073,0.681191,-0.675109,0.067021,0.023138,0.086579,0.555073,0.681191,-0.87546,0.10768,0.026134,0.169591,0.231886,0.365629
cs00045,,,,,,,,,,,,,,,,,,
cs0001215,,,,,,,,,,,,,,,,,,
cs0002090,0.994489,0.026419,0.0133,0.010944,0.52104,0.027627,0.994489,0.026419,0.0133,0.010944,0.52104,0.027627,0.994489,0.026419,0.0133,0.010944,0.52104,0.027627
cs000405,-0.476035,0.102082,0.095616,0.052834,0.347533,0.460795,-0.476035,0.102082,0.095616,0.052834,0.347533,0.460795,-0.476035,0.102082,0.095616,0.052834,0.347533,0.460795
cs0003326,,,,,,,,,,,,,,,,,,
cs0001531,-0.722687,,,,,,-0.722687,,,,,,0.992386,0.026514,0.024467,0.03078,0.548565,0.038419
cs000228,,,,,,,,,,,,,,,,,,
cs000509,0.383414,0.106991,0.059165,0.088287,0.650795,0.492339,0.485682,0.09176,0.051706,0.076584,0.689723,0.537984,0.510455,0.138538,0.042545,0.061943,0.453239,0.118645
cs0003376,,,,,,,,,,,,,,,,,,
cs000749,0.731499,0.052363,0.011407,0.015081,0.530772,0.373914,0.731499,0.052363,0.011407,0.015081,0.530772,0.373914,0.731499,0.0476,0.014372,0.029288,0.506622,0.368539
cs0001339,0.566709,0.066321,0.064088,0.065256,0.469799,0.153038,0.980015,0.028362,0.010311,0.031124,0.179153,0.125831,0.980613,0.031853,0.02203,0.020736,0.191987,0.059126
cs0001710,,,,,,,,,,,,,,,,,,
cs0001865,,,,,,,,,,,,,,,,,,
cs0003170,,,,,,,,,,,,,,,,,,
cs0001671,,,,,,,,,,,,,,,,,,
cs0001209,,,,,,,,,,,,,,,,,,
cs0002320,,,,,,,,,,,,,,,,,,
cs0001661,,,,,,,,,,,,,,,,,,
cs000341,,,,,,,,,,,,,,,,,,
cs000926,,,,,,,,,,,,,,,,,,
cs0001846,,,,,,,,,,,,,,,,,,
cs0002471,,,,,,,,,,,,,,,,,,
cs0001681,,,,,,,,,,,,,,,,,,
cs0001809,0.388828,0.078739,0.060087,0.047428,0.659054,0.532445,0.474525,0.073737,0.060062,0.046036,0.660664,0.532403,-0.849442,0.055529,0.098586,0.033067,0.115334,0.439569
cs0001361,,,,,,,,,,,,,,,,,,
cs0002148,,,,,,,,,,,,,,,,,,
cs0002656,,,,,,,,,,,,,,,,,,
cs0002929,0.395835,0.073999,0.032388,0.0452,0.669268,0.189392,0.395835,0.073999,0.032388,0.0452,0.669268,0.189392,-0.758573,0.100584,0.020851,0.030458,0.045043,0.291023
cs000408,,,,,,,,,,,,,,,,,,
cs0003250,,,,,,,,,,,,,,,,,,
cs0003315,,,,,,,,,,,,,,,,,,
cs0001662,0.477728,0.040812,0.025691,0.04228,0.098421,0.107886,0.477728,0.040812,0.025691,0.04228,0.098421,0.107886,0.965308,0.030433,0.016319,0.025343,0.730446,0.030017
cs0001225,,,,,,,,,,,,,,,,,,
cs000175,0.951855,0.035407,0.024101,0.089679,0.628783,0.042759,0.951855,0.035407,0.024101,0.089679,0.628783,0.042759,0.951855,0.035407,0.024101,0.089679,0.628783,0.042759
cs0002477,,,,,,,,,,,,,,,,,,
cs000581,,,,,,,,,,,,,,,,,,
cs0001782,,,,,,,,,,,,,,,,,,
cs00014,,,,,,,,,,,,,,,,,,
cs0003298,0.355395,0.045884,0.031462,0.08089,0.523445,0.5854,-0.503144,0.061184,0.026252,0.11712,0.463679,0.653772,0.535221,0.062276,0.015233,0.073558,0.213738,0.634819
cs0002959,,,,,,,,,,,,,,,,,,
cs0002817,-0.994395,0.306668,0.037397,0.185159,0.057412,0.302201,-0.994395,0.306668,0.037397,0.185159,0.057412,0.302201,-0.92263,0.039046,0.021645,0.023622,0.165477,0.025425
cs000116,,,,,,,,,,,,,,,,,,
cs0001269,,,,,,,,,,,,,,,,,,
cs000656,,,,,,,,,,,,,,,,,,
cs000118,,,,,,,,,,,,,,,,,,
cs0002813,,,,,,,,,,,,,,,,,,
cs0001055,,,,,,,,,,,,,,,,,,
cs0002376,,,,,,,,,,,,,,,,,,
cs0002049,,,,,,,,,,,,,,,,,,
cs0002874,,,,,,,,,,,,,,,,,,
cs0001345,,,,,,,,,,,,,,,,,,
cs000769,-0.717476,0.041563,0.01748,0.047528,0.066093,0.524155,-0.726896,0.008977,0.004594,0.03523,0.107034,0.134005,0,0.004308,0.004315,0.039677,0.136187,0.150587
cs0002097,,,,,,,,,,,,,,,,,,
cs000364,,,,,,,,,,,,,,,,,,
cs0002057,,,,,,,,,,,,,,,,,,
cs0002288,0.769874,0.052315,0.037381,0.05435,0.572831,0.203565,0.769874,0.052315,0.037381,0.05435,0.572831,0.203565,0.769874,0.052315,0.037381,0.05435,0.572831,0.203565
cs0002983,,,,,,,,,,,,,,,,,,
cs0002404,0.751265,0.018723,0.012298,0.013772,0.067284,0.550634,0.751265,0.018723,0.012298,0.013772,0.067284,0.550634,0.751265,0.018723,0.012298,0.013772,0.067284,0.550634
cs0001294,,,,,,,,,,,,,,,,,,
cs0001739,-0.836795,0.176171,0.057654,0.100683,0.071743,0.644049,-0.836795,0.176171,0.057654,0.100683,0.071743,0.644049,-0.924827,0.197004,0.031898,0.130581,0.016482,0.502539
cs0001399,,,,,,,,,,,,,,,,,,
cs0003286,,,,,,,,,,,,,,,,,,
cs0003099,,,,,,,,,,,,,,,,,,
cs000667,,,,,,,,,,,,,,,,,,
cs0002774,-0.297866,,,,,,-0.297866,,,,,,0.970652,0.084329,0.004882,0.007079,0.07222,0.065937
cs0001597,0.59131,0.10208,0.025773,0.116281,0.33145,0.262331,0.59131,0.10208,0.025773,0.116281,0.33145,0.262331,0.59131,0.10208,0.025773,0.116281,0.33145,0.262331
cs000773,-0.797747,0.121742,0.042817,0.082435,0.087019,0.628727,-0.797747,0.121742,0.042817,0.082435,0.087019,0.628727,-0.797747,0.121742,0.042817,0.082435,0.087019,0.628727
cs0002165,,,,,,,,,,,,,,,,,,
cs000584,0,0.012071,0.032856,0.088934,0.176319,0.627525,0,0.012071,0.032856,0.088934,0.176319,0.627525,0,0.012071,0.032856,0.088934,0.176319,0.627525
cs000907,0.587333,0.086375,0.0311,0.054856,0.484822,0.613143,0.802122,0.103613,0.030681,0.05183,0.518791,0.204271,0.913188,0.083123,0.007019,0.010296,0.401977,0.089307
cs0002976,,,,,,,,,,,,,,,,,,
cs0002072,,,,,,,,,,,,,,,,,,
cs0003115,,,,,,,,,,,,,,,,,,
cs0001974,,,,,,,,,,,,,,,,,,
cs0003216,,,,,,,,,,,,,,,,,,
cs0001824,,,,,,,,,,,,,,,,,,
cs000277,,,,,,,,,,,,,,,,,,
cs0002164,0.851582,0.016092,0.005084,0.012713,0.737808,0.040514,0.851582,0.016092,0.005084,0.012713,0.737808,0.040514,0.851582,0.016092,0.005084,0.012713,0.737808,0.040514
cs0002042,0,0.178987,0.025877,0.02636,0.025669,0.359363,0,0.178987,0.025877,0.02636,0.025669,0.359363,0,0.178987,0.025877,0.02636,0.025669,0.359363
cs0002607,0.41959,0.078019,0.062868,0.062677,0.168813,0.14599,0.41959,0.078019,0.062868,0.062677,0.168813,0.14599,0.41959,0.078019,0.062868,0.062677,0.168813,0.14599
cs0002339,,,,,,,,,,,,,,,,,,
cs0001405,,,,,,,,,,,,,,,,,,
cs000424,0.984532,0.138632,0.027388,0.017617,0.323262,0.15254,0.984532,0.138632,0.027388,0.017617,0.323262,0.15254,0.984532,0.138632,0.027388,0.017617,0.323262,0.15254
cs0002113,,,,,,,,,,,,,,,,,,
cs0002756,-0.519128,0.063916,0.057366,0.056605,0.132033,0.215862,0.650881,0.050936,0.007246,0.009887,0.086935,0.135094,0,0.032915,0.033,0.058462,0.334291,0.305843
cs0001795,,,,,,,,,,,,,,,,,,
cs0001987,,,,,,,,,,,,,,,,,,
cs000611,,,,,,,,,,,,,,,,,,
cs0001255,,,,,,,,,,,,,,,,,,
cs0001600,,,,,,,,,,,,,,,,,,
cs0001248,,,,,,,,,,,,,,,,,,
cs0002935,0.941139,0.018794,0.006353,0.009138,0.176405,0.003659,0.941139,0.018794,0.006353,0.009138,0.176405,0.003659,0.941139,0.018794,0.006353,0.009138,0.176405,0.003659
cs0002939,,,,,,,,,,,,,,,,,,
cs00072,-0.471123,0.459734,0.065417,0.09212,0.095746,0.191329,0.57386,0.466078,0.058136,0.08181,0.47581,0.158014,0.869622,0.02277,0.01579,0.005946,0.035013,0.01871
cs0002550,0.532313,0.055178,0.036682,0.058789,0.658801,0.494054,0.553194,0.081252,0.053118,0.080624,0.159454,0.536543,0.354826,0.060794,0.023562,0.023892,0.021913,0.18062
cs000657,-0.272554,0.048325,0.034443,0.089065,0.553453,0.492782,-0.411898,0.05303,0.042429,0.111492,0.49997,0.529956,0,0.020886,0.008138,0.209244,0.135439,0.519239
cs0003311,,,,,,,,,,,,,,,,,,
cs0003303,,,,,,,,,,,,,,,,,,
cs000250,,,,,,,,,,,,,,,,,,
cs0001337,,,,,,,,,,,,,,,,,,
cs000795,,,,,,,,,,,,,,,,,,
cs0003370,,,,,,,,,,,,,,,,,,
cs0001445,,,,,,,,,,,,,,,,,,
cs000194,,,,,,,,,,,,,,,,,,
cs000892,,,,,,,,,,,,,,,,,,
cs0002252,,,,,,,,,,,,,,,,,,
cs0001441,,,,,,,,,,,,,,,,,,
cs0002341,0.822606,0.023803,0.018571,0.026105,0.630649,0.060752,0.822606,0.023803,0.018571,0.026105,0.630649,0.060752,0.872401,0.003087,0.000591,0.001795,0.060491,0.001566
cs0001191,,,,,,,,,,,,,,,,,,
cs0002256,,,,,,,,,,,,,,,,,,
cs0002863,,,,,,,,,,,,,,,,,,
cs00098,,,,,,,,,,,,,,,,,,
cs0001370,,,,,,,,,,,,,,,,,,
cs0003102,0.465204,0.052536,0.027065,0.072804,0.076924,0.203465,0.465204,0.052536,0.027065,0.072804,0.076924,0.203465,0.995919,0.030167,0.014657,0.048014,0.137827,0.040406
cs0003005,0.481932,0.054531,0.023101,0.033608,0.646468,0.08989,0.481932,0.054531,0.023101,0.033608,0.646468,0.08989,0.887955,0.015199,0.000648,0.003065,0.029433,0.022201
cs0002702,,,,,,,,,,,,,,,,,,
cs000278,,,,,,,,,,,,,,,,,,
cs0001032,0.920461,0.051547,0.042759,0.03842,0.611782,0.165642,0.920461,0.051547,0.042759,0.03842,0.611782,0.165642,0.779972,0.026448,0.026342,0.011925,0.242436,0.122336
cs0001978,,,,,,,,,,,,,,,,,,
cs0002593,,,,,,,,,,,,,,,,,,
cs0002839,,,,,,,,,,,,,,,,,,
cs0003046,,,,,,,,,,,,,,,,,,
cs0002305,,,,,,,,,,,,,,,,,,
cs000359,,,,,,,,,,,,,,,,,,
cs0002624,,,,,,,,,,,,,,,,,,
cs0003338,,,,,,,,,,,,,,,,,,
cs0001857,0.746452,0.022246,0.012507,0.022345,0.204777,0.027065,0.746452,0.022246,0.012507,0.022345,0.204777,0.027065,0,0.107048,0.029161,0.117417,0.204488,0.214886
cs0003314,,,,,,,,,,,,,,,,,,
cs000876,,,,,,,,,,,,,,,,,,
cs0003127,,,,,,,,,,,,,,,,,,
cs0001240,,,,,,,,,,,,,,,,,,
cs0001767,,,,,,,,,,,,,,,,,,
cs0002135,,,,,,,,,,,,,,,,,,
cs0002123,0.84397,0.043667,0.032373,0.037485,0.517402,0.060053,0.84397,0.043667,0.032373,0.037485,0.517402,0.060053,0.863896,0.007714,0.001931,0.00511,0.035514,0.006182
cs0001843,,,,,,,,,,,,,,,,,,
cs0003330,,,,,,,,,,,,,,,,,,
cs000167,,,,,,,,,,,,,,,,,,
cs00086,,,,,,,,,,,,,,,,,,
cs0001905,0.862222,0.032366,0.005906,0.004295,0.045163,0.259723,0.862222,0.032366,0.005906,0.004295,0.045163,0.259723,0.862222,0.032366,0.005906,0.004295,0.045163,0.259723
cs0002039,,,,,,,,,,,,,,,,,,
cs0001660,0.377408,0.07015,0.023976,0.05285,0.612487,0.120269,0.485764,0.080038,0.029399,0.047679,0.604356,0.124245,0.374902,0.01159,0.001232,0.002885,0.03285,0.005317
cs000480,,,,,,,,,,,,,,,,,,
cs0002315,0.539756,0.03139,0.01737,0.032576,0.536805,0.08438,0.539756,0.03139,0.01737,0.032576,0.536805,0.08438,0.539756,0.03139,0.01737,0.032576,0.536805,0.08438
cs0001133,,,,,,,,,,,,,,,,,,
cs0002644,,,,,,,,,,,,,,,,,,
cs0001648,0.652051,0.065264,0.037778,0.059047,0.579758,0.139988,0.652051,0.065264,0.037778,0.059047,0.579758,0.139988,0.717562,0.063139,0.009045,0.064584,0.629045,0.077878
cs000394,-0.844654,0.05013,0.00853,0.022185,0.03152,0.122682,-0.96213,0.106135,0.03701,0.064584,0.027572,0.219812,0,,,,,
cs000631,,,,,,,,,,,,,,,,,,
cs0002279,,,,,,,,,,,,,,,,,,
cs00017,,,,,,,,,,,,,,,,,,
cs0001991,0.712572,0.042451,0.035615,0.032876,0.664546,0.070132,0.712572,0.042451,0.035615,0.032876,0.664546,0.070132,0.690276,0.045874,0.029229,0.022868,0.643705,0.054773
cs0001387,,,,,,,,,,,,,,,,,,
cs0002664,0.865816,0.165765,0.020145,0.039122,0.057036,0.478615,0.865816,0.165765,0.020145,0.039122,0.057036,0.478615,0.865816,0.165765,0.020145,0.039122,0.057036,0.478615
cs0002515,,,,,,,,,,,,,,,,,,
cs0003065,,,,,,,,,,,,,,,,,,
cs000458,,,,,,,,,,,,,,,,,,
cs0001360,,,,,,,,,,,,,,,,,,
cs0001489,0.550534,0.074378,0.038916,0.078358,0.143865,0.550871,0.938017,0.058522,0.037781,0.040666,0.212328,0.096262,0.961818,0.054732,0.039458,0.044866,0.507687,0.040155
cs0001708,,,,,,,,,,,,,,,,,,
cs000867,,,,,,,,,,,,,,,,,,
cs0002188,-0.77666,0.078957,0.033392,0.046358,0.084266,0.525911,-0.390031,0.152303,0.043126,0.071216,0.547057,0.58036,0.344225,0.15024,0.041861,0.054328,0.180674,0.213911
cs000379,,,,,,,,,,,,,,,,,,
cs0001659,-0.293735,0.070207,0.022371,0.042277,0.12278,0.468887,0.58454,0.062363,0.010994,0.01454,0.157431,0.088426,0.484724,0.010027,0.001698,0.008465,0.023575,0.093733
cs0002045,0.870949,0.047003,0.008651,0.000935,0.321709,0.115116,0.870949,0.047003,0.008651,0.000935,0.321709,0.115116,0.870949,0.047003,0.008651,0.000935,0.321709,0.115116
cs0002038,,,,,,,,,,,,,,,,,,
cs0002877,,,,,,,,,,,,,,,,,,
cs0001372,0.696351,0.063653,0.031123,0.058664,0.119929,0.558236,0.696351,0.063653,0.031123,0.058664,0.119929,0.558236,0,0.019596,0.009353,0.024332,0.169669,0.046935
cs0002070,0.648228,0.427888,0.039129,0.169316,0.573344,0.148087,0.648228,0.427888,0.039129,0.169316,0.573344,0.148087,0.648228,0.427888,0.039129,0.169316,0.573344,0.148087
cs00030,,,,,,,,,,,,,,,,,,
cs000725,-0.612462,0.085145,0.048664,0.111157,0.031816,0.607713,-0.612462,0.085145,0.048664,0.111157,0.031816,0.607713,-0.612462,0.085145,0.048664,0.111157,0.031816,0.607713
cs0002240,0.781822,0.141884,0.005405,0.04216,0.296419,0.412962,0.781822,0.141884,0.005405,0.04216,0.296419,0.412962,0.781822,0.141884,0.005405,0.04216,0.296419,0.412962
cs0003221,,,,,,,,,,,,,,,,,,
cs0002791,,,,,,,,,,,,,,,,,,
cs000429,0.301314,0.023518,0.012555,0.017503,0.059486,0.378092,0.301314,0.023518,0.012555,0.017503,0.059486,0.378092,0.301314,0.023518,0.012555,0.017503,0.059486,0.378092
cs00018,,,,,,,,,,,,,,,,,,
cs0001422,0.342225,0.087629,0.064984,0.101063,0.174394,0.555426,0.639635,0.029258,0.001351,0.02511,0.05808,0.209431,0.685939,0.067265,0.004073,0.107641,0.257397,0.502765
cs00063,0.62211,0.109385,0.040601,0.073083,0.623486,0.540072,0.62211,0.109385,0.040601,0.073083,0.623486,0.540072,0.997364,0.12154,0.005091,0.005284,0.154017,0.053668
cs0001533,,,,,,,,,,,,,,,,,,
cs0003374,,,,,,,,,,,,,,,,,,
cs0002079,0.490689,0.062685,0.027925,0.056185,0.665503,0.116581,0.490689,0.062685,0.027925,0.056185,0.665503,0.116581,0.988664,0.020734,0.013353,0.014097,0.647014,0.037543
cs0002346,,,,,,,,,,,,,,,,,,
cs0002418,,,,,,,,,,,,,,,,,,
cs0002316,0.629839,0.021102,0.001048,0.002927,0.051474,0.079128,0.629839,0.019796,0.000985,0.002898,0.049005,0.085835,0.986452,0.064523,0.011675,0.022125,0.706144,0.03181
cs000337,,,,,,,,,,,,,,,,,,
cs0001258,-0.562401,0.108357,0.050094,0.075274,0.45132,0.480816,-0.583451,0.145395,0.049815,0.05972,0.476424,0.513674,-0.609305,0.083519,0.048789,0.056261,0.199521,0.545247
cs0002824,0.988911,0.085453,0.009295,0.005065,0.092919,0.048854,0.988911,0.085453,0.009295,0.005065,0.092919,0.048854,0.988911,0.085453,0.009295,0.005065,0.092919,0.048854
cs000348,,,,,,,,,,,,,,,,,,
cs0002396,0.896427,0.045643,0.024604,0.027559,0.561353,0.103429,0.896427,0.045643,0.024604,0.027559,0.561353,0.103429,0.868555,0.047172,0.025253,0.028423,0.550565,0.105909
cs0002749,0.927048,0.041801,0.008349,0.033355,0.030882,0.029904,0.927048,0.041801,0.008349,0.033355,0.030882,0.029904,0.927048,0.041801,0.008349,0.033355,0.030882,0.029904
cs00095,-0.762726,0.160025,0.020613,0.118503,0.090448,0.563736,-0.762726,0.160025,0.020613,0.118503,0.090448,0.563736,-0.762726,0.160025,0.020613,0.118503,0.090448,0.563736
cs0001196,-0.49127,0.145348,0.479826,0.075029,0.131407,0.534632,-0.49127,0.145348,0.479826,0.075029,0.131407,0.534632,0.408469,0.307271,0.066639,0.124116,0.226558,0.172761
cs0001688,,,,,,,,,,,,,,,,,,
cs000249,,,,,,,,,,,,,,,,,,
cs000633,,,,,,,,,,,,,,,,,,
cs0002769,,,,,,,,,,,,,,,,,,
cs0001443,0.751673,0.020118,0.011614,0.021362,0.590434,0.044963,0.751673,0.020118,0.011614,0.021362,0.590434,0.044963,0.827257,0.007304,0.004374,0.006416,0.564442,0.018336
cs0001280,-0.531534,0.048163,0.029925,0.028935,0.069672,0.082904,-0.895631,0.042651,0.001717,0.002573,0.025876,0.027239,-0.879653,0.021105,0.022451,0.004114,0.036639,0.022327
cs000227,,,,,,,,,,,,,,,,,,
cs0002618,,,,,,,,,,,,,,,,,,
cs0003109,0.359812,0.067154,0.054733,0.020684,0.439043,0.091585,0.359812,0.067154,0.054733,0.020684,0.439043,0.091585,0.66385,0.019968,0.005206,0.001681,0.051491,0.120942
cs000183,0.82021,0.034689,0.021467,0.034738,0.608252,0.661363,0.82021,0.034689,0.021467,0.034738,0.608252,0.661363,0.82021,0.034689,0.021467,0.034738,0.608252,0.661363
cs0002841,,,,,,,,,,,,,,,,,,
cs000830,-0.493006,0.065371,0.035088,0.071069,0.075365,0.491845,0,0.072111,0.010562,0.023137,0.012604,0.185821,0,0.100805,0.078053,0.083627,0.076486,0.488778
cs0002209,,,,,,,,,,,,,,,,,,
cs0001375,,,,,,,,,,,,,,,,,,
cs0001601,,,,,,,,,,,,,,,,,,
cs0001644,,,,,,,,,,,,,,,,,,
cs0002651,0.354401,0.012093,0.007568,0.030574,0.629081,0.066604,0.354401,0.012093,0.007568,0.030574,0.629081,0.066604,0.354401,0.012093,0.007568,0.030574,0.629081,0.066604
cs0002676,,,,,,,,,,,,,,,,,,
cs0002290,,,,,,,,,,,,,,,,,,
cs000989,,,,,,,,,,,,,,,,,,
cs0002231,,,,,,,,,,,,,,,,,,
cs0001432,,,,,,,,,,,,,,,,,,
cs000650,0.408242,0.086243,0.045007,0.069426,0.520523,0.165377,0.520797,0.089959,0.030731,0.049485,0.446123,0.113359,0.938882,0.079662,0.019434,0.031203,0.054041,0.021653
cs0003337,,,,,,,,,,,,,,,,,,
cs0002581,,,,,,,,,,,,,,,,,,
cs0002772,0.359109,0.039936,0.027791,0.043667,0.494167,0.553116,0.359109,0.039936,0.027791,0.043667,0.494167,0.553116,0.359109,0.039936,0.027791,0.043667,0.494167,0.553116
cs000176,,,,,,,,,,,,,,,,,,
cs0001350,0.345877,0.092677,0.042167,0.082133,0.564753,0.17602,0.345877,0.092677,0.042167,0.082133,0.564753,0.17602,0.345877,0.092677,0.042167,0.082133,0.564753,0.17602
cs0002557,0,0.060641,0.084792,0.064768,0.078607,0.200736,0,0.060641,0.084792,0.064768,0.078607,0.200736,0,0.057225,0.03967,0.043761,0.066702,0.25928
cs000141,,,,,,,,,,,,,,,,,,
cs0001520,,,,,,,,,,,,,,,,,,
cs0003273,,,,,,,,,,,,,,,,,,
